A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,JP1,JP2,JP3,JP4,JP5,gender,education,age
1,6,6,6,6,6,5,5,1,1,3,2,5,5,6,2,4,58
4,6,6,6,6,2,2,3,5,6,1,2,6,6,5,2,3,42
2,5,5,6,6,4,4,4,5,3,1,5,4,6,3,2,4,63
4,5,4,1,4,4,5,6,2,2,1,1,4,6,6,2,4,56
1,3,4,4,4,4,1,5,3,2,6,2,1,5,3,2,2,106
2,6,5,3,4,2,3,6,5,5,1,3,4,6,5,2,4,44
4,3,2,1,4,6,6,6,1,2,3,4,2,4,3,2,1,37
1,4,5,6,5,5,5,4,1,2,2,4,4,6,6,2,4,53
5,4,1,4,2,6,5,6,1,4,6,6,1,1,5,2,5,46
2,5,6,5,5,2,5,5,3,5,5,2,2,5,5,2,1,44
1,5,6,5,6,4,4,2,2,5,1,1,5,6,6,2,4,41
1,1,1,1,5,6,6,6,1,2,2,4,5,5,6,2,1,38
2,5,5,4,5,4,2,2,5,5,2,2,5,4,5,2,4,70
4,4,2,2,3,5,3,5,3,5,4,4,2,4,NA,1,3,40
1,6,4,6,5,5,1,2,5,5,2,2,4,6,5,2,4,79
1,4,2,1,5,2,1,1,4,4,3,4,4,5,3,2,3,39
2,5,3,5,5,5,5,5,3,3,2,2,4,5,5,2,3,40
3,4,4,3,4,5,5,3,4,5,4,3,3,3,4,1,3,39
1,NA,6,5,6,3,5,4,2,2,1,1,6,6,5,2,3,39
4,5,5,5,5,5,5,4,5,6,2,4,5,6,5,1,2,40
3,4,4,6,4,4,6,4,2,4,3,3,3,4,4,2,5,44
3,5,5,5,5,5,5,4,2,4,6,4,4,5,4,1,3,38
2,5,6,6,5,4,4,4,2,2,4,3,5,5,2,2,NA,35
4,5,5,3,5,5,4,4,3,2,1,1,5,6,5,2,2,64
2,6,6,6,6,5,5,4,1,4,1,1,5,6,5,2,3,52
1,5,5,6,4,5,5,5,3,3,6,4,5,4,5,1,5,47
1,6,6,6,5,1,4,5,1,4,4,2,5,2,6,2,5,79
1,5,4,5,4,4,4,3,3,4,2,2,3,5,3,2,2,40
2,5,4,5,4,2,2,3,5,6,2,2,4,5,6,2,2,74
2,6,5,5,6,3,1,3,5,6,1,1,6,6,4,2,5,45
3,6,6,6,6,6,6,6,1,1,3,1,3,6,6,2,2,63
6,4,1,5,1,2,2,1,2,6,5,6,1,1,1,1,2,40
3,4,4,4,4,4,3,3,4,4,3,3,4,4,3,1,3,40
1,5,6,5,6,5,4,4,2,4,2,5,3,2,5,2,3,48
3,2,4,3,4,3,4,5,4,5,4,3,2,4,4,1,4,58
3,2,1,2,4,5,5,4,2,4,3,4,5,3,4,2,4,43
3,3,4,5,2,5,4,5,2,4,5,2,4,5,4,2,3,46
2,5,5,4,5,5,4,2,4,4,2,2,5,5,4,1,4,51
2,5,4,5,5,3,4,2,4,4,2,3,4,3,4,2,2,73
2,5,5,5,5,5,5,5,4,4,2,3,5,5,5,2,5,65
2,6,5,6,4,4,4,4,3,4,2,3,5,4,5,2,4,40
2,6,5,6,5,4,5,5,2,1,1,1,4,5,3,2,5,72
3,3,1,3,2,2,2,4,3,4,6,6,1,1,1,1,1,39
2,4,6,4,5,4,5,4,4,4,1,2,6,3,5,2,1,51
3,4,2,4,4,6,6,4,2,4,4,3,3,5,5,2,3,38
3,4,3,5,4,3,3,3,3,5,3,3,3,4,3,2,3,43
1,5,6,5,5,5,6,5,1,3,2,4,4,5,5,2,3,38
1,5,6,5,5,2,1,4,4,6,2,4,5,5,6,2,4,49
2,5,6,5,6,6,6,6,1,4,4,4,5,5,5,1,5,66
5,4,4,4,5,4,4,5,2,5,2,4,4,5,5,1,5,78
1,4,6,6,6,4,4,5,2,2,2,4,3,6,5,2,5,58
2,3,1,1,1,4,2,2,4,6,1,6,1,1,2,2,5,47
1,6,6,6,4,6,5,6,1,4,1,2,6,4,5,2,5,61
1,6,5,5,5,5,2,3,4,4,4,4,4,5,5,2,1,78
2,5,6,6,6,6,6,6,2,1,2,1,5,6,6,1,4,54
NA,5,4,6,4,4,5,5,2,2,5,6,2,1,1,2,3,40
2,4,3,6,6,6,4,2,2,4,2,1,6,5,6,2,5,53
4,2,4,4,4,3,4,5,1,1,5,2,4,5,5,1,3,39
2,5,4,4,5,5,4,4,3,5,3,4,4,3,6,2,3,38
6,5,6,5,6,1,1,1,6,6,6,1,6,3,1,2,3,40
2,5,5,6,4,4,3,3,3,5,2,2,6,5,5,2,3,47
2,5,5,6,6,5,5,5,1,2,2,2,4,6,6,2,3,40
4,NA,5,6,6,4,4,5,2,3,1,1,6,5,6,2,3,51
4,2,2,2,4,1,1,2,6,6,2,6,2,2,2,1,5,52
2,5,5,6,5,2,4,5,5,2,5,5,4,3,2,2,5,52
2,5,5,4,6,5,5,6,1,4,4,2,5,5,3,1,2,65
2,5,3,2,3,2,3,5,5,5,4,5,2,3,4,2,NA,37
4,4,3,5,5,4,4,4,4,6,4,4,NA,3,6,1,5,59
2,5,6,3,5,5,3,2,4,4,1,2,5,5,5,1,1,55
1,6,6,6,5,5,4,5,2,2,5,4,4,5,5,2,5,46
2,4,4,2,2,4,2,2,4,6,2,2,4,3,5,1,5,49
1,6,6,6,6,4,4,4,2,5,5,2,6,5,6,2,3,48
2,6,6,6,6,1,5,5,1,1,1,1,5,6,6,2,3,46
2,5,5,6,4,3,2,4,5,4,2,3,4,5,4,2,3,46
2,5,3,2,2,4,2,5,5,5,6,6,4,1,2,2,NA,32
2,5,5,5,5,NA,5,5,1,1,4,5,5,5,5,2,2,41
4,5,3,5,4,3,4,5,3,3,5,5,2,4,4,1,5,50
2,6,5,5,4,5,4,5,1,2,3,2,4,5,4,1,2,63
2,5,3,5,2,2,4,2,5,5,1,4,4,4,6,1,2,58
2,6,6,4,2,6,5,5,1,3,5,4,6,5,5,2,3,39
2,5,4,6,4,2,3,2,5,4,4,5,2,3,2,2,2,42
1,6,6,1,1,6,6,6,1,6,1,6,5,2,6,2,4,54
1,5,3,4,4,3,2,4,4,5,6,NA,2,4,2,1,3,40
5,5,5,4,6,4,5,4,2,1,1,2,5,6,4,1,3,46
1,6,5,4,6,3,6,6,1,1,3,1,4,5,6,1,5,65
3,6,3,5,3,4,NA,2,4,4,4,5,3,2,2,1,1,51
2,6,6,5,5,5,3,5,4,4,1,1,5,5,5,1,5,60
5,6,6,5,5,3,5,6,5,1,5,5,5,3,6,2,3,40
2,5,2,4,2,6,1,6,1,2,5,1,2,1,5,1,2,81
2,3,3,4,4,5,5,2,2,4,5,5,2,2,2,2,1,38
2,6,6,5,5,5,5,5,1,4,1,2,3,6,2,2,3,69
5,5,3,6,6,6,6,5,2,6,4,3,5,5,6,1,4,58
3,3,4,2,2,5,5,4,2,2,5,5,4,2,3,2,NA,36
3,6,4,6,5,4,6,NA,1,1,2,2,4,4,5,2,3,47
1,6,6,6,6,5,5,6,2,3,2,1,5,6,6,2,4,58
2,6,6,6,6,5,4,5,2,2,4,1,5,5,4,2,1,48
2,4,4,5,4,5,6,5,1,1,1,1,6,6,6,1,3,40
2,6,6,6,6,NA,6,5,1,1,6,4,5,4,6,2,5,63
2,4,4,4,3,5,5,4,2,6,5,5,3,3,3,2,5,49
4,5,5,6,4,4,5,4,3,6,3,6,3,3,4,2,1,39
2,4,3,3,3,4,2,3,2,3,3,4,4,6,3,1,3,59
2,5,6,4,6,4,3,4,3,1,2,4,5,5,5,1,2,39
2,4,5,4,6,5,5,6,2,2,3,4,4,5,4,1,3,38
5,4,3,2,3,4,6,6,5,4,1,1,4,6,6,2,3,38
2,4,4,3,5,5,3,4,3,4,1,2,5,6,5,2,5,58
2,4,5,6,4,4,5,5,5,2,2,2,5,5,2,2,4,54
1,6,6,6,6,6,5,4,1,5,2,1,4,6,4,2,4,65
4,6,5,5,3,5,5,5,2,3,1,2,2,3,6,2,NA,37
3,3,3,4,4,3,4,4,3,4,4,2,4,3,3,1,3,38
5,5,2,4,4,5,6,4,2,3,2,2,2,5,3,2,3,57
4,4,4,1,5,6,5,3,3,1,3,3,4,6,5,2,3,44
5,5,4,5,5,5,5,5,3,4,4,3,3,6,6,1,3,49
1,5,5,5,5,5,4,5,2,3,1,1,5,6,3,2,5,80
1,6,6,6,6,6,6,6,1,1,1,4,6,4,3,2,3,45
3,5,2,1,5,6,2,4,1,1,2,2,4,2,6,2,2,52
3,6,4,6,4,1,6,6,1,1,2,4,2,5,4,1,1,41
1,6,6,5,6,4,5,4,5,5,3,2,6,5,4,1,2,46
2,5,5,4,6,4,6,5,2,4,6,4,4,5,5,2,5,63
1,5,5,6,5,3,4,5,4,4,2,4,5,5,4,2,4,45
2,5,5,3,5,3,4,5,4,5,3,4,4,4,4,1,4,45
2,4,5,2,5,5,3,5,2,3,2,2,4,6,4,2,3,40
2,6,6,5,6,6,5,5,1,1,1,1,NA,6,6,1,3,39
1,5,6,4,5,4,3,4,3,3,1,3,5,5,4,2,5,48
5,4,3,3,4,6,3,6,1,2,4,1,4,3,6,1,3,43
2,4,6,5,5,5,4,5,3,4,2,2,5,5,6,2,4,43
1,5,6,6,4,4,4,3,2,5,3,3,5,4,4,2,1,37
2,6,5,4,5,6,5,6,1,3,2,3,6,6,6,2,3,39
4,6,1,6,6,1,1,6,6,6,4,6,4,1,1,2,1,40
2,5,5,5,5,4,4,5,4,3,4,4,4,5,5,1,5,80
2,6,5,5,4,4,5,4,5,5,5,5,3,2,1,1,4,60
3,5,4,4,4,5,5,5,1,2,1,2,3,5,4,2,3,39
2,4,5,5,4,4,4,4,3,5,1,2,4,4,3,2,3,38
6,6,5,5,4,5,5,4,1,2,5,6,1,4,1,2,1,41
1,5,5,6,5,4,4,4,4,4,4,4,4,5,4,2,3,69
2,6,4,2,4,4,6,5,2,1,2,5,3,2,5,2,1,44
3,5,5,4,5,6,5,5,2,2,4,1,4,6,5,1,3,40
2,5,5,5,5,5,4,2,2,4,3,4,5,6,3,2,3,40
3,5,5,2,4,5,5,4,3,6,2,4,3,5,3,2,5,48
4,4,5,6,NA,4,5,3,2,2,4,2,5,5,5,2,3,44
4,5,NA,5,5,5,5,5,5,4,5,4,5,4,5,1,5,56
4,4,4,5,5,5,3,3,3,3,1,2,5,5,5,2,3,40
3,2,3,5,4,5,5,5,2,2,4,5,2,1,2,1,3,48
2,4,4,3,5,3,3,3,5,5,4,4,2,1,2,1,4,49
3,4,4,4,5,5,3,4,3,3,2,2,3,6,4,1,3,42
5,5,5,5,5,3,2,4,4,6,2,2,2,5,4,1,2,46
2,2,2,3,2,4,2,4,4,6,6,6,1,1,3,1,2,40
2,5,4,6,4,5,5,5,2,5,4,6,4,6,6,2,NA,35
2,2,4,1,3,1,1,1,6,6,3,4,5,3,2,1,3,38
2,5,4,5,4,5,3,4,4,6,3,4,4,3,2,1,5,58
1,6,6,6,5,5,4,4,2,2,2,1,5,6,5,2,3,39
1,6,6,6,1,3,6,6,1,1,6,6,2,1,6,2,3,43
3,4,5,2,5,5,2,5,2,1,3,2,4,4,5,1,4,52
1,1,6,6,5,6,5,5,1,2,2,4,5,5,5,2,3,56
2,6,6,3,6,NA,5,2,3,6,4,5,6,4,5,1,3,39
4,3,1,6,3,3,4,2,2,2,6,5,3,1,6,1,4,57
2,1,1,2,4,2,2,4,3,5,6,6,1,1,2,1,3,43
1,6,6,6,6,4,3,4,2,4,1,5,4,3,5,2,3,42
2,4,4,5,5,6,4,4,2,3,4,3,4,5,4,2,4,53
1,5,5,6,5,6,6,5,1,2,2,4,5,5,5,2,3,40
5,4,4,5,4,6,6,6,1,1,2,2,4,5,6,1,2,63
1,6,5,6,5,5,4,4,2,4,5,3,4,5,5,2,3,41
5,6,5,6,6,5,6,5,1,1,1,1,6,6,6,2,3,54
3,4,4,5,5,6,4,5,1,3,1,3,3,6,5,1,3,45
4,4,4,4,3,5,4,4,2,4,3,1,4,5,4,1,3,50
3,5,5,5,5,5,1,5,2,4,3,3,2,4,6,2,4,77
3,4,3,6,6,5,4,3,4,3,3,3,4,6,4,2,3,45
1,6,6,6,6,3,3,2,2,1,2,4,4,5,5,2,3,44
2,4,5,2,6,5,5,5,2,4,2,2,6,6,5,1,3,43
4,6,6,6,6,6,5,2,1,4,4,1,6,6,4,1,2,51
2,5,5,6,5,5,5,5,1,2,2,2,5,5,1,1,4,70
3,3,3,5,5,5,5,5,2,3,5,2,3,5,4,1,1,38
3,4,5,6,4,3,1,3,4,5,2,4,4,6,5,1,3,43
2,3,3,5,5,4,2,4,2,3,4,5,4,3,2,2,3,47
2,5,5,6,5,5,5,5,1,2,4,2,5,6,5,1,3,41
2,2,5,3,4,5,5,4,2,4,5,2,2,5,3,2,3,41
3,6,5,6,5,5,6,5,2,2,2,4,5,4,6,2,NA,34
4,3,4,3,1,4,1,5,5,5,2,5,5,3,5,1,1,50
4,5,4,6,5,6,6,4,1,3,2,4,4,5,6,2,3,57
3,4,5,4,5,3,3,2,5,5,2,4,5,6,5,2,NA,36
2,6,5,3,5,2,4,4,5,6,6,6,1,3,2,1,3,39
2,3,4,6,4,3,4,3,3,2,3,4,2,3,4,2,3,46
1,6,5,NA,4,5,6,4,4,2,1,4,4,5,3,2,3,69
2,4,3,3,5,4,2,4,4,4,2,2,3,4,3,1,5,45
1,2,6,4,6,2,6,1,5,6,1,2,5,6,4,2,2,42
5,5,5,3,5,4,4,5,4,4,5,4,2,3,5,2,3,39
2,5,5,6,4,2,5,4,3,4,3,2,5,5,5,2,3,39
1,5,5,4,6,6,5,6,1,1,2,4,4,5,4,2,3,39
3,5,4,5,6,5,NA,NA,4,5,2,1,5,6,4,1,1,36
1,6,NA,6,5,4,5,6,4,1,4,5,3,6,4,2,4,69
2,4,5,6,5,5,6,4,2,4,2,5,5,5,4,2,4,74
1,6,4,4,4,4,4,5,2,2,1,2,5,5,5,2,5,60
3,4,5,4,6,3,4,4,4,4,4,4,NA,5,4,1,3,40
3,5,5,5,5,5,5,4,2,2,2,2,4,6,5,1,3,40
5,6,6,1,6,5,6,2,5,6,1,1,6,6,6,2,5,48
4,6,5,2,5,6,5,6,2,5,3,4,6,4,6,2,4,55
2,4,4,3,4,3,2,3,4,6,6,5,4,2,4,1,5,87
1,6,6,6,4,6,4,6,1,1,1,1,4,5,6,2,3,46
2,1,3,4,6,6,5,5,1,1,1,1,6,6,6,1,3,43
1,6,5,6,4,5,2,4,1,4,4,4,4,5,4,1,1,63
3,6,6,6,5,4,4,6,1,3,4,4,5,3,5,2,3,40
NA,6,5,4,6,5,2,6,2,1,2,1,4,6,6,2,3,51
1,5,5,5,5,5,4,5,4,4,1,1,4,6,NA,2,5,76
3,5,5,6,4,5,5,5,2,2,2,2,4,5,5,1,3,40
2,4,5,5,3,6,4,2,5,5,5,6,3,2,5,1,4,48
3,5,4,6,5,5,5,6,1,1,6,6,2,2,4,1,4,48
2,4,2,1,2,6,6,3,3,2,5,6,2,2,3,2,3,45
2,4,2,1,3,6,6,3,2,2,4,5,4,2,4,2,3,45
5,5,4,3,4,4,3,4,4,6,3,4,4,5,6,2,4,55
1,5,5,5,4,4,4,5,3,5,6,6,2,4,3,2,NA,35
3,4,3,5,5,5,5,4,4,5,4,2,4,4,3,1,3,76
4,5,4,4,5,5,5,6,1,1,3,1,4,6,6,2,3,40
1,6,5,6,6,6,6,6,1,1,5,4,3,5,5,2,3,59
1,6,5,6,2,6,6,6,2,4,6,6,3,1,4,1,2,55
2,6,6,4,6,5,6,4,2,4,5,2,6,6,6,2,3,42
5,6,5,5,4,4,6,4,2,2,2,2,4,4,4,2,3,46
3,5,5,4,5,4,2,4,3,4,1,4,4,4,5,2,1,51
1,6,6,6,6,6,5,5,1,2,3,1,4,5,5,2,4,70
2,5,4,6,5,1,5,5,1,2,3,1,5,2,2,1,NA,71
5,2,3,2,2,6,6,6,1,1,3,4,4,2,6,1,4,43
1,6,5,6,5,5,5,4,4,5,2,2,2,5,5,2,5,60
1,6,6,6,6,6,2,2,5,6,1,2,5,6,4,2,2,64
3,5,5,6,5,4,5,5,1,3,1,2,5,6,6,1,3,39
5,2,2,4,3,5,4,4,2,2,3,3,3,3,3,1,4,63
4,5,5,1,6,4,2,3,3,2,4,4,4,6,5,2,3,40
3,5,3,5,4,6,5,4,1,1,2,2,3,5,5,1,3,44
1,6,6,6,6,6,5,6,1,2,4,4,4,6,4,1,4,75
2,5,5,6,6,2,2,2,4,4,1,1,5,6,5,2,5,65
1,6,5,6,6,3,4,2,3,5,1,1,6,6,6,2,5,45
1,6,6,4,6,4,2,4,2,4,1,2,4,5,4,2,3,41
5,5,5,6,6,6,6,6,1,1,6,4,4,4,2,2,2,58
6,1,1,2,1,5,5,5,3,4,6,6,1,1,3,2,NA,37
1,6,6,5,6,5,5,2,1,5,2,2,5,5,5,1,2,50
2,4,5,3,3,4,5,4,3,6,3,5,4,5,4,1,4,42
1,6,6,6,6,5,5,6,2,1,1,2,5,6,4,2,3,47
2,5,4,5,4,2,2,3,3,5,3,4,3,3,5,2,3,68
2,6,6,6,6,6,5,6,2,5,1,1,6,5,6,1,NA,75
1,6,6,6,5,6,5,5,2,4,2,5,4,5,5,2,3,41
2,4,5,2,4,3,4,3,5,5,2,4,3,4,4,1,2,43
5,3,4,2,4,2,2,4,4,5,2,3,3,4,2,2,3,40
1,6,6,5,6,4,4,6,4,2,1,5,5,5,4,2,3,43
1,5,5,6,4,6,5,3,2,3,3,3,6,4,4,2,4,44
1,6,6,6,4,5,4,6,1,1,6,5,5,4,6,2,2,49
1,4,3,5,3,5,6,5,4,5,2,4,2,2,6,2,5,50
2,5,4,6,5,5,5,4,2,4,2,5,4,6,4,2,3,53
1,5,6,6,6,5,3,4,2,5,2,4,6,4,NA,2,4,44
4,4,1,2,2,4,4,6,3,4,2,5,4,2,5,2,5,46
4,4,3,3,4,4,3,5,4,5,4,4,4,3,5,1,4,61
3,2,4,4,4,6,5,4,3,1,4,3,4,5,4,1,1,39
4,1,1,1,3,3,4,1,4,5,6,6,4,1,2,2,1,40
6,4,6,6,5,6,5,5,1,1,5,1,2,5,5,2,5,64
1,6,6,6,5,2,3,3,1,4,3,2,4,6,3,2,3,47
3,5,5,6,NA,5,5,5,2,2,2,2,5,6,6,2,4,53
1,4,4,4,4,4,4,5,3,4,4,4,2,2,3,2,5,60
6,3,4,1,5,6,5,3,5,3,1,2,4,6,6,2,NA,37
1,5,4,3,4,6,6,5,2,5,4,5,1,4,4,2,3,40
2,5,5,4,4,4,5,5,2,3,3,3,4,4,4,2,2,45
4,2,4,4,2,3,4,4,3,4,5,4,2,3,4,1,3,38
1,6,5,5,6,1,5,1,2,5,1,1,5,6,4,2,3,42
2,4,4,5,3,6,4,4,2,5,3,3,2,5,3,1,2,47
5,4,5,2,5,6,5,4,1,6,2,5,6,2,6,2,1,38
1,6,5,2,5,3,4,2,4,5,1,1,4,6,4,2,4,44
4,5,4,6,6,6,5,4,2,3,3,2,4,6,5,1,5,55
1,5,5,6,5,4,5,4,3,4,2,3,5,5,6,1,5,60
1,6,5,5,5,2,3,3,2,NA,5,3,5,3,5,2,4,49
2,4,6,6,6,3,4,4,3,3,2,5,6,6,5,2,4,44
3,6,3,5,4,2,5,5,2,5,2,2,4,5,5,2,NA,34
3,6,3,6,1,6,6,5,1,1,1,1,1,2,6,2,4,74
1,5,5,4,2,2,6,6,4,4,2,5,1,3,5,2,4,49
3,5,6,6,5,4,4,4,3,6,1,4,5,5,5,1,3,46
1,6,5,4,5,5,5,4,3,4,3,2,3,5,5,2,3,46
2,4,3,4,4,5,5,6,1,3,3,4,4,4,3,2,4,46
2,6,6,6,6,4,6,6,1,1,2,2,4,5,5,2,3,59
3,3,2,4,3,4,1,2,4,4,4,6,2,2,3,2,1,38
5,6,3,6,3,5,5,6,1,1,5,2,3,5,5,2,2,48
3,2,4,2,2,3,2,6,2,5,5,6,3,2,1,2,NA,36
1,6,5,4,5,4,4,6,2,5,4,4,4,5,4,1,5,47
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,43
1,6,6,5,5,6,6,5,1,2,1,2,4,5,6,2,3,52
1,6,6,6,6,5,5,5,1,4,1,1,6,6,5,1,5,76
4,6,5,5,6,6,6,4,3,4,2,2,5,5,5,2,3,39
2,5,4,NA,5,5,3,5,3,5,6,6,2,1,5,2,4,46
2,5,5,6,5,5,6,6,1,1,5,4,3,4,5,2,4,61
2,4,4,4,4,5,5,4,1,2,4,4,4,2,4,1,5,87
4,5,3,4,2,5,5,6,1,4,6,5,1,1,5,1,2,56
1,5,5,5,5,4,4,6,2,4,2,1,4,6,5,2,5,52
3,3,2,2,3,3,5,4,3,5,6,6,1,2,2,2,4,41
2,5,3,3,2,6,5,6,2,5,6,6,4,2,1,2,3,38
2,4,3,2,3,5,5,4,2,4,4,5,3,3,3,2,5,49
2,4,4,5,3,3,3,5,3,4,2,3,4,4,5,2,3,46
2,3,1,1,4,6,6,4,2,6,5,5,2,1,1,2,3,39
1,4,5,2,2,3,2,2,4,5,4,5,3,2,2,1,NA,36
4,5,3,4,4,5,4,5,2,3,2,3,4,4,5,1,4,52
1,5,5,6,4,5,5,5,3,6,5,5,3,4,6,2,3,38
2,4,6,6,5,5,4,4,2,1,3,2,6,5,5,2,3,39
3,2,2,6,5,5,2,6,1,1,5,1,6,6,6,1,5,83
1,5,5,6,6,6,6,6,1,1,1,1,2,6,6,2,5,47
5,4,4,3,1,4,5,1,5,6,6,6,1,4,1,2,3,40
2,5,3,5,5,5,3,5,2,4,4,6,2,2,4,2,3,74
4,4,5,3,4,1,1,4,6,5,6,6,1,2,2,1,5,45
4,5,3,4,3,4,2,5,5,5,5,4,3,3,4,1,4,66
1,5,5,6,4,5,5,5,2,1,4,3,3,4,4,2,5,71
1,3,3,5,3,5,5,6,2,1,6,5,1,2,5,2,5,58
5,6,6,6,5,5,5,4,1,4,1,1,5,6,6,2,3,52
1,4,3,6,4,6,6,4,1,2,2,5,5,2,4,1,4,44
2,3,4,6,5,4,4,4,2,2,5,2,3,2,4,2,1,74
4,4,2,1,3,5,4,2,3,5,4,6,2,2,3,1,4,58
3,6,5,6,5,5,5,6,3,1,2,1,3,6,5,2,3,49
4,5,5,5,6,3,5,3,5,6,6,6,6,1,4,1,5,44
1,5,4,6,4,3,2,2,4,5,3,2,5,5,4,2,5,43
6,2,4,6,3,4,4,5,5,5,6,6,2,3,NA,1,1,45
2,6,6,6,6,4,3,4,4,5,4,2,6,6,3,1,2,39
2,4,2,4,4,2,5,2,2,6,2,5,1,3,2,2,3,48
1,6,6,6,5,5,3,5,1,1,1,3,5,4,6,2,3,40
3,6,6,4,3,1,6,6,1,1,1,1,5,3,1,2,3,49
1,4,5,5,5,5,3,4,6,4,5,6,5,2,4,2,3,36
3,4,4,4,4,4,5,5,5,5,4,3,3,4,4,2,2,43
4,5,1,2,2,5,4,4,2,6,2,3,5,2,5,2,2,43
2,6,4,6,5,5,5,5,1,4,1,2,4,6,6,2,3,40
3,5,5,4,5,3,2,2,4,6,2,2,5,6,5,2,3,39
2,5,4,6,3,5,3,4,3,4,2,4,2,2,6,2,NA,33
1,5,2,4,2,5,4,4,4,6,5,NA,2,2,2,1,3,40
4,5,4,3,3,5,2,4,5,5,4,5,2,5,2,2,3,47
5,4,2,2,3,4,4,6,3,5,5,6,2,3,2,1,3,41
2,6,5,4,6,5,4,5,5,5,1,2,5,5,5,2,1,36
2,5,5,5,5,5,5,5,2,3,1,2,5,5,5,2,4,48
1,5,4,4,4,4,3,4,2,2,3,3,3,3,4,2,3,53
4,6,5,5,5,3,2,1,5,6,2,6,1,1,1,2,3,47
2,5,6,6,5,3,4,2,2,2,2,2,5,5,5,2,3,72
1,4,5,3,4,4,5,4,2,4,4,5,2,3,3,2,5,56
1,5,5,4,5,5,6,5,2,2,4,5,2,4,3,2,5,56
1,6,6,5,4,5,5,4,2,4,1,3,5,5,4,2,5,49
2,4,5,6,5,6,6,5,4,1,1,1,3,6,6,2,3,40
5,2,2,6,6,6,5,5,5,2,2,NA,5,5,2,2,5,55
2,4,4,1,3,5,6,5,1,3,4,4,3,4,4,1,4,57
1,6,5,5,6,5,3,5,1,4,1,2,4,5,4,2,5,62
3,4,5,4,5,4,3,3,3,5,1,2,4,4,6,1,3,39
2,6,5,5,6,4,4,4,3,4,4,3,5,5,5,1,4,50
2,5,4,1,6,5,3,5,4,5,2,3,6,4,4,1,3,38
1,4,5,NA,5,4,1,6,5,3,1,1,NA,6,4,2,NA,29
2,5,5,6,3,4,5,5,1,2,5,3,2,3,5,2,4,47
4,6,6,6,5,6,6,5,1,1,3,1,4,6,6,1,2,38
4,2,1,4,1,3,2,1,2,1,6,6,2,1,5,1,2,44
2,4,2,2,4,2,2,4,2,5,5,6,3,2,2,2,3,40
5,3,2,2,3,5,3,5,3,4,4,4,4,3,3,2,NA,34
5,4,4,6,4,6,6,3,2,2,2,2,4,6,4,2,3,41
4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,2,3,41
2,6,6,6,5,5,5,5,1,3,2,2,5,6,4,2,5,86
2,5,5,6,6,5,5,2,2,2,2,2,5,6,4,2,1,42
4,5,4,5,4,5,5,6,1,1,2,1,3,5,5,1,1,69
4,5,NA,6,5,6,5,4,3,4,3,4,4,5,5,2,3,62
2,1,4,2,4,6,6,5,6,3,5,5,6,4,2,2,4,39
2,1,4,1,4,6,6,5,6,3,5,5,6,3,2,2,4,39
1,5,6,5,6,1,1,1,6,6,6,6,6,5,2,2,5,52
1,6,6,5,6,5,5,5,2,4,1,1,6,6,5,2,3,49
6,6,1,6,5,2,3,4,3,1,1,2,6,1,6,2,4,51
3,6,6,5,6,5,6,1,3,6,3,2,6,6,6,1,2,41
2,6,6,5,5,5,5,4,2,2,2,2,5,5,6,2,2,47
4,2,5,6,1,6,2,1,4,6,1,2,4,5,4,2,3,43
1,5,5,4,4,5,5,4,3,4,4,2,4,4,4,2,3,40
2,6,4,1,5,5,4,3,2,4,4,5,3,4,4,2,2,77
4,5,4,2,6,6,6,6,2,2,5,2,5,4,5,2,2,58
1,3,5,5,5,3,3,4,4,4,5,4,6,5,3,2,2,38
2,5,4,5,4,5,5,4,5,5,3,6,4,5,4,1,2,43
1,6,4,4,5,5,5,6,2,1,4,2,4,6,4,2,3,54
1,4,3,6,5,5,4,2,4,5,5,5,1,1,5,1,4,87
4,6,4,5,5,5,4,2,2,6,1,1,5,6,6,2,3,50
2,5,3,4,4,5,5,3,3,3,2,4,4,3,6,2,5,51
1,5,2,4,2,6,4,5,1,2,5,6,1,1,2,1,4,74
2,4,3,5,4,4,4,6,2,1,5,2,4,5,4,1,5,52
2,5,6,6,5,6,5,3,1,5,3,1,5,6,NA,2,3,67
2,4,4,4,2,6,6,5,1,2,2,1,4,5,5,2,3,40
4,2,1,1,2,1,2,1,5,6,6,6,4,1,1,2,1,40
2,5,6,5,6,6,5,6,1,1,2,1,4,5,6,2,3,54
3,5,4,4,4,5,5,4,2,5,2,4,2,5,6,2,NA,34
3,3,2,5,2,5,5,1,4,6,3,5,5,4,5,2,2,52
4,5,5,5,4,4,3,5,3,2,1,1,5,5,5,1,3,47
4,4,5,2,6,5,2,4,3,6,5,6,5,2,5,1,3,39
4,4,5,1,5,3,5,2,2,5,1,2,5,5,4,2,3,40
1,4,5,6,4,4,5,5,2,6,3,3,4,4,4,1,3,41
5,2,4,3,3,2,1,4,4,3,2,2,4,5,3,2,3,43
3,5,2,4,5,5,4,5,3,2,4,5,2,2,5,1,4,62
1,6,5,6,4,4,3,2,4,5,1,2,5,6,5,2,3,47
2,6,5,3,5,5,2,3,6,5,4,5,4,4,5,1,3,39
3,5,4,6,5,5,5,3,2,4,3,3,4,6,4,2,3,41
1,6,6,5,5,NA,5,5,3,4,5,4,5,2,3,2,5,67
